user,anomaly_score,temporal_flag,label,final_prediction
0033828af037921c2e1fbdfe173e788d34c72a2a3238ad3847c6c7b24c865a63,-0.19651027047479047,0,0,0
007ddeefa95996a290fc895ea2c19fc113d02aeb38c52d1ffc2d9a909d842c8f,-0.16592280451373947,0,0,0
00ca331f4ae25a973b2ed9c9c09cb198a9829b56189218345582dc3e32decf41,-0.1968643679544107,0,0,0
00cbcc7f651333d80783e33ea8b0b9cb1a4ce1c56b2c356ec7677cc0ab9ad396,0.005120185938818356,0,0,0
01766b01b443ca997fc32f9d1760751d71dc57cf70295d3ce22d92d3fd364052,-0.03510673262405051,6,0,0
01d91f55b3134bc7705db66f580883a25da2f79d81640b606d7dc7809789d5ae,-0.19651027047479047,0,0,0
029dfec0ca96d74db8328230af8d484d4b67da688eccf5b5729a5649e4f1aae3,-0.19441064449348672,0,0,0
02bb4ee2ea70a3835ff1a2cb2cd0af346a80a9ba8b03e814d4835ec8fc754d0b,-0.025139383466672882,9,0,0
0305dd854d968a3151496dc366ea43e9c95561de3fb03086949a522712a2fd6d,-0.03080396040127309,4,0,0
0370e55c6433988016b1465ada3a7c133a27df40421b7f06cd5b242384bb0b52,-0.16318143829063658,0,0,0
03a1588742786eccb4d32482e05adf1e9a859120c7e730e43bf6abf1dd3e70c4,-0.1968643679544107,0,0,0
04048541a09e1f144859b073e236d4925773d07c87bc220a0d680dc8bf9cbbe9,-0.061971152215578584,0,0,0
04664cd36d487c517ed2ad4836274e510b3a3beb476e07a8fba198ce994b6c83,0.005571221946219618,8,0,0
048a8fc3e5f5517bcafdfb629d3e67ac0b6a245380f561928bf05cdcba778ca2,-0.16566600318363783,0,0,0
04b03077c7a263b5686cba3b1313f7a69e1967217bd003f84b8ab7bac3af777f,-0.19555873376991723,0,0,0
05a76e1eaf6dfd04787578ea17459ff1a3e480a74376f8ae9e4888ba28dc2c67,-0.1968643679544107,0,0,0
062a7ccb37005de759e83774d788386bcc02b1ba316d95c70570ff972826aad1,-0.19629701191986,0,0,0
064c7a434207d95aad703413a19f55e4b6f56aca6ad1870e3e970d7dca70f565,-0.08355234082931384,1,0,0
069d9ebee7d9c15c50c8573cb05ee62b07f095f49a3c8afa320fbbf2b936cbb6,-0.19651027047479047,0,0,0
06be3301cae93db89b3fa56b7c1c6c962efd3c5cddf6bfd77a517135142724c2,-0.1968643679544107,0,0,0
07108a72ca13a4ca924d8bbce5b6e24a70540f16f998efe98f020f7a5ef52805,-0.1968643679544107,0,0,0
0722850a393972b541ac20e68a53e3c4a95582add3007759f1123ec6c25e71b4,-0.19629701191986,0,0,0
075664929a5d7269f752505297818d17d5150bfcd239bcd6ea50faf7c12bd7f0,-0.08998808791607615,1,0,0
079488af2f9129585fb4fd9cd5d0677a6a398b7f96960ded0467a31a0bbe8ec9,-0.1968643679544107,0,0,0
0803bc2cb8d95e949a5c0c697b9b6a4653c8b5d613b99a9a2dd4255d99fa6bae,0.13612007245481628,18,0,0
0828dd65d2a0f2777a57f47e7e36b8d7f542d90dfd24c1140052232e11d59499,-0.1968643679544107,0,0,0
08426e04456553d6129d469d1be7116d2eead631b29d5aa9f9de20e6e71e1c11,-0.16808549668837464,0,0,0
084b2548721e5578be143703c45220c3cddd45ff7125ae939a499c8757f44f32,-0.19651027047479047,0,0,0
08a3b83c37e36e3bf3f0242df7e1a773ee458597c97e1f0ea15114088cf8ff3c,-0.1968643679544107,0,0,0
08b618d1c1151787ac0358220c0c704a13c5a595ac27e920079868e00831dddd,-0.12905809478671953,0,0,0
09e0fbdd703cfb11f7d341b9a23ea47fd796dbeb862a8c8fc100c0c616670995,-0.11565855619830717,0,0,0
0a5f723439e13197ae060824890a34a00fd6647f80cf9dba3716b2d04b76d79c,-0.1968643679544107,0,0,0
0a8c45143ff645e16fafb73d84c6e5078bfaadfb378c132a8643d8c394f9a5ad,-0.16375337771533605,0,0,0
0a93f03f7d500c81117cf772ebf9c1695205f5e8a9cca76af14e0bfd5a9c90c3,-0.1968643679544107,0,0,0
0ac104edba36f6561047ef2aac12c64e653e81169d5d48e29cf8d28427b64ce0,-0.16457436343396836,0,0,0
0af239fc66fb32b7b48452b5417cd00422886032373ec13113c9bedca58aafe4,-0.1968643679544107,0,0,0
0bb9e176426efba64a10feaae799164efd7be9ae6d72d4cf1b39a529af564e27,-0.1968643679544107,0,0,0
0bfad1621e77757aa1ea8046657efa086dafcfd4527381b9675d3c7d83eb7768,-0.020188381004363598,0,0,0
0c1aa4075275efc06db0aa6b38e28c05b988029b96f13cc92120b639ee1625be,-0.194391846522581,0,0,0
0c1c24084490d161f628fde242221f37d07a779369fa5ba38427d968de5342ec,0.01422616235883678,1,0,0
0c5afbbd7ded15a38057afc79cd3d2a41cbedd5a73c2f556328e74f5f1292351,-0.1968643679544107,0,0,0
0d43d91476ba2591b3b9ab395af9e0db9f3fddf59c36a6ff859a3c384b75d038,-0.07601301130318128,0,0,0
0d4e9de607e76f6f5f635b35165d4ac14bebdd19f2529eed825cee2407b58e91,-0.0667535816985862,0,0,0
0dc8c438b2d7c692e8a364f7c5d2bf4f20749743f7d791f948bdb10b2bebbd05,-0.19651027047479047,0,0,0
0dff8433115993b5d93b41fc28b82739a2857fdf72133d62c1829a0aeff4b26f,-0.16431655478518875,0,0,0
0e464eda8778c93c2e1842c5920204afce4ff596cfb779a2c4b6b66b981907b0,-0.1968643679544107,0,0,0
0e6a7e821c5183d4a7a91d60a9a559a03ef5f4cbaf606257dde5624e935e3893,-0.1968643679544107,0,0,0
0e91ce35347371b2921cef79efa9e5bde8255510158279734406f7124420a35f,-0.1968643679544107,0,0,0
0ed75c63c674a965dca94394ca671f63098a0ac15ba0db1603fed236cb081ee6,-0.19651027047479047,0,0,0
0f042bb4cc190d09eac673fd00a1d7e7d1b55f8dc44cdf5bcfaf712eb297539f,-0.1968643679544107,0,0,0
0f540de042524477e86683e8b89ca316cbdd8437fbd8b57f3e327ba136d20af9,0.05273454026910773,18,0,0
0f622c40b519ede4bc2a7a1e458357ca30c98daca02800fec223479288854215,-0.19629701191986,0,0,0
100e752f8f084acdae8b629b117e0140be4b92749f1cd4d592053c29f32dd3f8,-0.06998350698295919,7,0,0
106129ca10853f93d13de149f1843751aaef0e6023fe8d0b7ce43e35d216961c,-0.19638487763451562,0,0,0
106d145b72b520713f63e058b2e41fc9420d13e993c17aae87b4017af13856ec,-0.19441064449348672,0,0,0
1088426678e81b2ae66d6be21c5b76ed817893444036f7a5b66b47555e56932e,0.04016862651584663,16,0,0
109446f60af39d4a134ea014a0c48322eebd8b3561d99e9f4f5a810aa38e8f2b,-0.1968643679544107,0,0,0
111ad48a5f3f9eeb5917179f4391a7dba3c46c48e7bd24d4fc28ccb599a3545d,-0.1968643679544107,0,0,0
1272647fde36d96a2604fd75ea4d230bef4f024db3fd2ff75c68f310408df1e8,-0.19629701191986,0,0,0
129410e9e8910177fc1b7de47c66daca9cddd08b49e352a9384b1da79b00bf83,-0.08793581682463608,1,0,0
12a8355a075e92cfe187a7056dd01d5971cc10283c5a61bea82b6df3d64e0738,-0.16023169192089265,0,0,0
12da19e1a6ff3f78b757d2b5c67b3ada82f3a898a90ca4f4fb1364594cbaf2b7,-0.08707340656485801,0,0,0
130bfd16037a65aa22c201e05658dd4d30d5372a0f5e26b92e075ae6438753d0,-0.19638487763451562,0,0,0
133681dd6d8956bc72146814cf75cc3ca4229c23c3ac24c373790409ff6e6eeb,-0.1968643679544107,0,0,0
133d3d40cafb996607e76c482fc1696cfed1b110dd17bb19526234441d54fecf,0.011530251615004872,3,0,0
13922d3476e543112534040557476c1417e07f89d058a36910959554cd5f8157,-0.1953972599949364,0,0,0
13a254f89e81b66baf011dab25400c0047e5ea0844b433600acf9aaa67db3f57,-0.1968643679544107,0,0,0
1420c7819c0413d6e0ea743364277bdcb35f5aa78f60ffcefac43aa9e3240a70,-0.16135899139283238,0,0,0
149ee6fa00161d29e8dfd787aed9c167d36a69c1f685a23388bc0d079cdf3b3d,-0.16082443420568726,0,0,0
14c390820442539976947a9f30552dd712bb0c318d3baafb9e52e4f71f949cac,-0.1660149673014521,0,0,0
14fba2abe207073831247f61cd62ee5eea34c7ae938affea3bed7651e61deafe,-0.1968643679544107,0,0,0
150f618d88c8189ceb5592386ea39cfca8af7a2b39e4bf8b7035606c86533c98,-0.1968643679544107,0,0,0
15e4ba0179825397244d08b9f728bb2e9cb01eac86d3a79bbcdadb5bba09d6ff,0.268748388996464,18,0,0
15fe96491a10cf024b9f794fb5ed36e59f398f793601a25fbea6d21d8d387ddc,-0.19629701191986,0,0,0
16fc75f640c1a19b8ea68bd1b02bb091df30bd5b3a82cdb5a867807199400f91,0.04348904221128658,5,0,0
17f993ec61e736b82f1270305c17b9370458181003af839f22e2dae4fb03a604,-0.1968643679544107,0,0,0
17fd2fa409d23a9d65812bd91f5ce18b949f76518e1c4451d4bb8829aac95222,-0.1968643679544107,0,0,0
18785c5563c514c909d4d94844945ecb02f97697ffe5f961886ca2abc71511c8,-0.1968643679544107,0,0,0
1886403aaa2b04002d78b3e9abd363ff4c31bc349c4cf1a34e57077ae640e20f,-0.07844114909316968,0,0,0
18f622766ad255291eb009d3a15ae53c85ae6c66849cbc081098760abab9f6cd,-0.1945686749454998,0,0,0
18f8c3f86b42764be266125212c8f03acf0db1e3989084de70e7345313cac997,-0.09507953332528024,0,0,0
192d4eb1f95c19a107d87ea79649d32bfc514f62a9fcd56d674602847a19c427,-0.1968643679544107,0,0,0
199c9fee1e0f48461340ac0d5e54d16f36ad91c836b3b445a5dbff17dba0843f,-0.11565855619830717,0,0,0
19b61c50cc4b8e25a1a07654a13fcd28a76aeb84e0be6032add68fae71fa284b,-0.1968643679544107,0,0,0
19e8465b83f7bd4d2defac2529f0a226356e0f834489dcf72d2d5b7fea91bd5e,-0.07923917281913828,0,0,0
1a0c4f357775af28fb296ca5fb3cbda002e9963135c001d7b958aaf7f2c35d20,-0.19629701191986,0,0,0
1a221374c70ddfdc264e620fc8700f84967d7ac2eb51e792678942c8f127e829,-0.11525597722111419,0,0,0
1a2fac6e90d472676a2a2aab872f4b6c498d50b68ddc4c4cbf53be12a1ef2275,-0.1968643679544107,0,0,0
1a9fe7a682406bbe43c5691533d23e0b050f839d6ac2ac9cf9d0cc722674c981,-0.1968643679544107,0,0,0
1acf4445bebef129621225a9b59de6efbd46135d2f61d2da23ef654e065e301e,-0.1968643679544107,0,0,0
1b1a5d6b7b55c5b71d76ed40032157b5a180ff1ecdd6a9685e702d5feb233d53,-0.16375337771533605,0,0,0
1b3284a78c5bcf72c97373c6b06406a5ad09ed2dbd96d7cb296eaa6994144d27,-0.06242530072528735,0,0,0
1b4531f76d89222597bcf772bcbdf15757825886d8944d8ea014f99f0e92f18b,-0.05894020667483846,0,0,0
1b7b2f8b1add247f5c808fb21f6e18fb23cd9b5da3ea2aeb7f84e74caa41dd70,0.013276585038421884,2,0,0
1b92ad6d07b0c6f1672978282148309ced535f211fc3769b834c6bedd9062a6d,-0.032447680165980375,2,0,0
1b9822c31ac9f94cf9d97e988b786e93e63a65f256eb6868f927bf88cc31555e,-0.19629701191986,0,0,0
1ba9f7fba2abdcf4cb00d00c21a85b379731143f24e8c0d03fe733b5f7ffd3f6,-0.1968643679544107,0,0,0
1bb0a8c07f557a2730affd65d66c4a92df945b1ae37a583b1be8ab776ea72c24,-0.166155312917953,0,0,0
1bd87f731016effe6cc42a0d60f0b3ef764588ed28091a79bc2e87b9298b6048,-0.04071581618554687,0,0,0
1bd8d2dc33b4f3a7f4562700b2549827ad248ceb5ca5cf1e15671cfbd71f3b03,0.145666976268629,18,0,0
1be4ba19297aa291e4d026fb6895785a8624975adec4b7936510a0ff603d2c8e,-0.1629843864241512,0,0,0
1c393cfeb05e77c515512c2dc166a0594f857f30d97d7b01b32bb920fa424656,-0.06762230767810667,0,0,0
1c81857bb0310bdb88db83ef07f31e918c8a3012e8b36f02d86ad2ea2fb5de4a,7.585512709396003e-05,14,0,0
1cf9901bda43e1396c3da78ae83480405468c3cf3eac98d5cd0568a8ce5ed656,0.013138874357821795,12,0,0
1d27d7df2c203aebbe40a7799a02844e72026f68d88944839d0df2d9292b731a,0.10281564716921154,24,0,0
1d2d7138c8db9f0c550daddcf0c7a0a15bf6760e5410a48ec6f8fefbb9acc8bb,-0.19651027047479047,0,0,0
